image,labels,n_objects,contains_top,split
LKxdNCfcwxzPbbrIK5LBOw,"['complementary--go-left--g1', 'other-sign', 'regulatory--no-entry--g1', 'information--pedestrians-crossing--g1', 'regulatory--keep-left--g1', 'other-sign', 'other-sign', 'other-sign']",8,"['regulatory--no-entry--g1', 'information--pedestrians-crossing--g1']",train
LL4bqlwFIf2sef4mBkeP8w,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign']",10,['regulatory--no-entry--g1'],val
LLIJOpDrWojSBRoPrYqrsA,"['complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",5,['complementary--chevron-right--g1'],train
LLJvu-Mj2i8o7X_qvxi-Ew,"['regulatory--no-entry--g1', 'regulatory--no-entry--g1']",2,['regulatory--no-entry--g1'],val
LMhfDVTNGnK5SRrVyS_Uug,"['regulatory--no-parking-or-no-stopping--g1', 'other-sign', 'complementary--chevron-left--g1']",3,['complementary--chevron-left--g1'],train
LOpx0xabcbVvmZedQgV2vg,"['regulatory--yield--g1', 'regulatory--turn-right--g1', 'complementary--chevron-right--g4', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",13,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",test
LP1nGoQot_7jimQipT800A,"['regulatory--maximum-speed-limit-80--g1', 'complementary--chevron-left--g1', 'regulatory--yield--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,"['complementary--chevron-left--g1', 'regulatory--yield--g1']",train
LRloAroP4j5YM98G0n-PJQ,"['warning--stop-ahead--g9', 'regulatory--stop--g1', 'warning--railroad-crossing-without-barriers--g4', 'regulatory--yield--g1', 'regulatory--passing-lane-ahead--g1', 'other-sign']",6,['regulatory--yield--g1'],train
LSNHdS30ifhKlFSA8h7Wfg,"['regulatory--turn-right--g1', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-motor-vehicles--g1', 'other-sign', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],test
LSdSVEQB6GAtVtyjWHcaQA,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",4,['regulatory--yield--g1'],train
LVzsUMhcNjr8AzkU3G9tFA,"['warning--other-danger--g3', 'other-sign', 'regulatory--give-way-to-oncoming-traffic--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'complementary--chevron-right--g1', 'other-sign']",13,['complementary--chevron-right--g1'],train
LY-0VRAMknt9RcyLmbNO6A,"['regulatory--go-straight-or-turn-left--g1', 'warning--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign']",8,['regulatory--no-entry--g1'],train
LZ8KoIccl2zhWUyx52Wstw,"['warning--pedestrians-crossing--g4', 'other-sign', 'information--bike-route--g1', 'regulatory--no-parking-or-no-stopping--g3', 'other-sign', 'complementary--keep-left--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign']",9,['regulatory--yield--g1'],train
LZTktOyYV40bWZd0qUT1Zw,"['warning--height-restriction--g2', 'regulatory--maximum-speed-limit-25--g2', 'regulatory--yield--g1', 'regulatory--no-parking--g2', 'other-sign', 'regulatory--yield--g1']",6,['regulatory--yield--g1'],test
LZytN57at4bS6q8zZAIGeg,"['other-sign', 'other-sign', 'regulatory--one-way-left--g1', 'regulatory--stop--g1', 'regulatory--one-way-straight--g1', 'information--hospital--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'regulatory--no-parking-or-no-stopping--g1', 'other-sign', 'other-sign', 'other-sign']",13,['regulatory--no-entry--g1'],train
L_XFZAX8MH6ec0Ekk4MdnQ,"['regulatory--no-stopping--g15', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--one-way-straight--g1']",19,['information--pedestrians-crossing--g1'],train
LaFI-Y3fWxPRkQZAIWps1w,"['regulatory--end-of-buses-only--g1', 'regulatory--yield--g1', 'regulatory--turn-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",9,['regulatory--yield--g1'],train
LawwL3J-bdvxCUld48IMCQ,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign']",4,['complementary--chevron-left--g1'],train
LbIUEZV7yCIprVu06EWewQ,"['other-sign', 'other-sign', 'regulatory--keep-right--g1', 'regulatory--yield--g1', 'regulatory--keep-right--g1', 'other-sign', 'regulatory--keep-right--g1']",7,['regulatory--yield--g1'],train
LcJZFmsECms7-wRjtoT9sw,"['other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign']",5,['regulatory--no-entry--g1'],train
LcYBdLqMBrLgcetscGFwjA,"['warning--roadworks--g1', 'regulatory--maximum-speed-limit-40--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign']",7,['regulatory--no-entry--g1'],train
Ld3lBdGImoaT14UwuMygjw,"['regulatory--priority-road--g4', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign']",5,['information--pedestrians-crossing--g1'],train
LdQLE8KLqxNMgXwpu8u46w,"['information--parking--g1', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'information--parking--g1', 'other-sign']",7,['information--pedestrians-crossing--g1'],train
LeL5D34I6tGrDSBL10SKEA,"['warning--added-lane-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign']",5,['complementary--chevron-right--g1'],train
Lf3voLV4kO_3ftQDvH38UQ,"['complementary--chevron-left--g1', 'warning--domestic-animals--g3', 'other-sign']",3,['complementary--chevron-left--g1'],train
LfCp87xlYHDBrG7ud0QZGA,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'regulatory--yield--g1', 'regulatory--maximum-speed-limit-50--g1']",11,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
LfU1ciH96EfrMSbUFoBY4w,"['regulatory--no-u-turn--g1', 'other-sign', 'regulatory--no-entry--g1']",3,['regulatory--no-entry--g1'],train
Lfa00gRPAMqYAZnYyUsO2Q,"['other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",7,['regulatory--yield--g1'],train
LgAleoNHs7eQv0xpjiupug,"['regulatory--priority-road--g4', 'regulatory--no-stopping--g15', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'regulatory--no-heavy-goods-vehicles--g1', 'complementary--extent-of-prohibition-area-both-direction--g1', 'other-sign', 'other-sign', 'other-sign']",10,['information--pedestrians-crossing--g1'],train
LgBseZbpUTwcba8p4avYlg,"['warning--two-way-traffic--g2', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign']",4,['complementary--chevron-right--g1'],val
LhOBpYYM67G6qoHcmF-iPw,"['complementary--chevron-left--g1', 'warning--hairpin-curve-right--g1', 'warning--hairpin-curve-left--g1', 'complementary--chevron-left--g2', 'other-sign', 'other-sign', 'other-sign']",7,['complementary--chevron-left--g1'],train
LhvRx0yZf9u6Iu_mibUdVA,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'information--parking--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
Lj2cY_RlhoaRIqncoL6qPA,"['information--parking--g1', 'regulatory--no-parking--g1', 'other-sign', 'regulatory--no-stopping--g15', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1']",8,['regulatory--yield--g1'],train
Lj_GvK3GGC5biJjrdoKLZg,"['regulatory--yield--g1', 'regulatory--keep-right--g1', 'regulatory--roundabout--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",9,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
LoaqkRskbP--FL2eJUrYkA,"['regulatory--yield--g1', 'regulatory--no-motor-vehicles-except-motorcycles--g1', 'regulatory--road-closed-to-vehicles--g3', 'other-sign', 'other-sign', 'other-sign', 'regulatory--shared-path-pedestrians-and-bicycles--g1']",7,['regulatory--yield--g1'],train
Loj-DUaLWCP1DuRZI9S98Q,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",4,['regulatory--yield--g1'],test
LpfGf5S_lrM76_4_YFuLoA,"['warning--roadworks--g1', 'information--pedestrians-crossing--g1', 'regulatory--no-stopping--g15', 'other-sign', 'warning--road-narrows-right--g1', 'other-sign']",6,['information--pedestrians-crossing--g1'],train
Ls4VnLQ3tKs2UasOeAq4-A,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign', 'regulatory--keep-right--g1', 'other-sign', 'other-sign']",13,['regulatory--yield--g1'],train
LsZbgE1-p8BuCIAS4ykk3Q,"['regulatory--turn-right--g1', 'regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-right--g1']",7,"['regulatory--yield--g1', 'complementary--chevron-right--g1']",test
LscT74rb4PeuHnZ4hl1-0g,"['other-sign', 'regulatory--no-entry--g1', 'regulatory--no-parking--g1']",3,['regulatory--no-entry--g1'],train
LtaC3jhh8651ll44vwASqw,['regulatory--no-entry--g1'],1,['regulatory--no-entry--g1'],test
LuET0X5o9g6ZWhVeSe2GNw,"['regulatory--yield--g1', 'regulatory--priority-road--g4', 'information--telephone--g2', 'information--telephone--g2', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],train
LuTJIzDYgbXC-Q5MEBZ7zw,"['complementary--chevron-right--g1', 'warning--falling-rocks-or-debris-right--g4']",2,['complementary--chevron-right--g1'],val
Lx7BrCTOl_5R2XJu4AXxwQ,"['information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1']",9,['information--pedestrians-crossing--g1'],test
LxU4__fxw-EhNsHiJMC5cw,"['regulatory--keep-right--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--parking--g1', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'regulatory--no-entry--g1', 'regulatory--roundabout--g2', 'other-sign', 'regulatory--no-right-turn--g1', 'other-sign', 'regulatory--go-straight-or-turn-left--g2']",18,['regulatory--no-entry--g1'],train
Lx_ObQMjo3QCIlBGtSDW_A,"['regulatory--stop--g1', 'other-sign', 'regulatory--stop--g1', 'other-sign', 'other-sign', 'warning--texts--g2', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",12,['regulatory--no-entry--g1'],train
LxcoVbv3Q9sTBe2tSpRgyQ,"['other-sign', 'regulatory--no-entry--g1']",2,['regulatory--no-entry--g1'],train
Lz2W6DYjZu4BObfcDJFsDw,"['warning--narrow-bridge--g1', 'regulatory--maximum-speed-limit-10--g1', 'regulatory--passing-lane-ahead--g1', 'other-sign', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'complementary--chevron-left--g1', 'other-sign', 'complementary--chevron-left--g1', 'warning--hairpin-curve-left--g1', 'other-sign', 'complementary--chevron-left--g1', 'other-sign']",15,['complementary--chevron-left--g1'],train
M-S-g3CpUL1idHrT0CBGVg,"['information--road-bump--g1', 'regulatory--maximum-speed-limit-20--g1', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign']",5,['information--pedestrians-crossing--g1'],train
M0_6Fk4VUPZ49VNAwpl0AQ,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--wrong-way--g1', 'other-sign', 'complementary--go-left--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--distance--g2', 'regulatory--lane-control--g1', 'regulatory--no-entry--g1', 'regulatory--lane-control--g1', 'other-sign', 'other-sign', 'other-sign']",22,['regulatory--no-entry--g1'],train
M0hT32dMjfDtC2gLWDkgUQ,"['warning--railroad-crossing-with-barriers--g1', 'warning--railroad-crossing-with-barriers--g1', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'regulatory--shared-path-pedestrians-and-bicycles--g1', 'other-sign', 'other-sign', 'complementary--except-bicycles--g1', 'information--parking--g1', 'other-sign', 'other-sign', 'warning--railroad-crossing--g4', 'other-sign', 'other-sign']",16,['regulatory--yield--g1'],train
M0psh_hITPFTYRnUQCJJ_g,"['other-sign', 'regulatory--maximum-speed-limit-20--g1', 'complementary--distance--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign']",11,"['complementary--chevron-left--g1', 'complementary--chevron-right--g1']",train
M0tjxAF1Hl9KN2xm_Hq80A,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",8,['complementary--chevron-left--g1'],test
M1_f-rTZKOXSK96da0lAxA,"['warning--roadworks--g1', 'regulatory--go-straight--g1', 'regulatory--yield--g1', 'regulatory--no-entry--g1']",4,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",val
M1_pa1Dh_ZRww0H1QjKUMQ,"['regulatory--no-left-turn--g1', 'regulatory--do-not-block-intersection--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--do-not-block-intersection--g1', 'regulatory--one-way-right--g3', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",13,['regulatory--no-entry--g1'],test
M3i5V07ox7yeOKgRLcVSZA,"['regulatory--turn-left--g2', 'regulatory--keep-right--g4', 'regulatory--turn-left--g2', 'regulatory--no-entry--g1', 'regulatory--one-way-left--g3', 'regulatory--no-u-turn--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--go-left--g1', 'other-sign', 'other-sign', 'other-sign']",15,['regulatory--no-entry--g1'],test
M47rFSH7z-DKFGZ1UQWGVA,"['information--pedestrians-crossing--g1', 'regulatory--no-entry--g1']",2,"['information--pedestrians-crossing--g1', 'regulatory--no-entry--g1']",train
M4qlHhW-u8JR8C0gHj-ETA,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1']",2,['complementary--chevron-left--g1'],test
M5fLccNHOH_UB3wBP99bFQ,"['information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",5,['information--pedestrians-crossing--g1'],test
M5u4hKtbM9zXjHgVeQS56w,"['complementary--maximum-speed-limit-20--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'warning--hairpin-curve-left--g1', 'complementary--chevron-left--g1', 'regulatory--no-parking-or-no-stopping--g3']",7,['complementary--chevron-left--g1'],val
M5uVipHeV2kaEDJ45HSSzg,"['complementary--chevron-right--g1', 'warning--falling-rocks-or-debris-right--g2', 'complementary--chevron-right--g1']",3,['complementary--chevron-right--g1'],train
M6QGEwAjL_zt3q-Un7cIeA,"['other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",6,['regulatory--yield--g1'],train
M9AeC9lSXSSppUyPfUqAVA,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign']",4,['complementary--chevron-left--g1'],train
MAQYZ6K3AgrX2Z11uljvJQ,"['complementary--go-left--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1']",3,['complementary--chevron-right--g1'],train
MBhYewyy4nEuKQwbv8cq1w,['regulatory--yield--g1'],1,['regulatory--yield--g1'],train
MBsMHMtB-ybmQ10qlyXzgQ,"['regulatory--yield--g1', 'complementary--chevron-left--g4', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",13,['regulatory--yield--g1'],train
MCB1KWE0XyVBbOiCF11Wnw,"['regulatory--no-heavy-goods-vehicles--g2', 'regulatory--no-entry--g1', 'regulatory--one-way-straight--g1', 'other-sign', 'other-sign', 'other-sign']",6,['regulatory--no-entry--g1'],train
MChpcZZNTTTOePCeWP_zhQ,"['other-sign', 'regulatory--no-entry--g1']",2,['regulatory--no-entry--g1'],train
MECh7_7amZ4JUs1jCxMptQ,"['other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",6,['regulatory--yield--g1'],test
MEDr2oO_Nx2q2LxMkH-q2g,"['regulatory--no-heavy-goods-vehicles--g4', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",7,['regulatory--yield--g1'],train
MFGvWR6U1TuC4DoXJmFf7Q,"['complementary--chevron-left--g1', 'warning--road-narrows-right--g2', 'warning--road-narrows-right--g2', 'complementary--chevron-left--g1', 'regulatory--maximum-speed-limit-40--g1', 'regulatory--maximum-speed-limit-40--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--maximum-speed-limit-40--g1', 'complementary--chevron-left--g1', 'complementary--one-direction-left--g1', 'other-sign', 'complementary--maximum-speed-limit-40--g1']",15,['complementary--chevron-left--g1'],train
MGPTpt4uFuwrvELf7GL01g,"['information--disabled-persons--g1', 'information--pedestrians-crossing--g1', 'warning--turn-right--g2', 'other-sign', 'warning--junction-with-a-side-road-perpendicular-right--g1', 'other-sign']",6,['information--pedestrians-crossing--g1'],train
MHLZf03F0guOuiz3cEgHOw,"['regulatory--maximum-speed-limit-10--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-right-turn--g1', 'regulatory--pass-on-either-side--g1', 'regulatory--no-vehicles-carrying-dangerous-goods--g1', 'regulatory--height-limit--g1', 'information--road-bump--g1', 'information--road-bump--g1', 'regulatory--pass-on-either-side--g1', 'regulatory--no-entry--g1', 'regulatory--yield--g1']",17,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
